movie_title,movie_score,movie_description,movie_type,release_date,director,rating,country,main_actors,movie_genre
"Forsyte Saga, The",12.8,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Horror,7/5/1948,Salvador Scoggin,2.7,Poland,Stevy Woodrow,Animation
I Don't Know How She Does It,94.2,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Action,1/8/1946,Deanna Ruberti,5.1,Mexico,Frankie Maypowder,Fantasy
Star Wars: Episode IV - A New Hope,74.8,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Horror,7/31/1978,Reilly Challiss,6.2,Russia,Carroll Kemshell,Fantasy
Sarah Silverman:  We Are Miracles,38.9,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Sci-Fi,1/16/1929,Georgina Nilles,0.9,Serbia,Rene Derr,Fantasy
Cosmopolis,43.8,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Drama,6/9/1918,Ulrica Barenski,7.7,France,Amelita Vatcher,Animation
35 and Ticking,45.5,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,Horror,2/15/1996,Cicely Almond,3.4,Israel,Gabriel Stitle,Thriller
Ginger Snaps Back: The Beginning,72.4,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,Action,10/13/1983,Nowell Jerzyk,0.3,Philippines,Fayette Screas,Fantasy
"Key, The",35.3,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Drama,2/17/1987,Merry Telford,5.0,Cameroon,Lorilyn Uman,Thriller
Waiting Room (Bekleme odasi),97.7,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Drama,1/25/1995,Flint Marqyes,8.0,China,Doralia Sleath,Thriller
Ace Ventura: Pet Detective,51.9,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",Drama,4/7/1920,Stephani Vakhonin,8.7,China,Merrily Hourigan,Mystery
Enduring Love,81.8,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Drama,5/1/1949,Teri Blagdon,2.8,Sweden,Nixie Kardos,Animation
Cosi,4.6,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,Action,11/8/2001,Keri Dyster,5.9,Sweden,Lutero Lakes,Fantasy
Killer (Bulletproof Heart),24.3,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",Action,6/2/1912,Standford Gaytor,6.8,China,Diena Jacobsson,Romance
Tribute,65.4,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Comedy,9/3/1915,Jayme Cornfoot,1.0,Philippines,Vinnie Parris,Animation
Crimewave,89.1,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Action,12/24/1965,Teresita Gush,7.4,Portugal,Timmie Sims,Animation
Before the Devil Knows You're Dead,50.7,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Sci-Fi,7/22/1960,Linoel McIlwrick,2.2,China,Mil Kingsworth,Thriller
Black Coffee,7.0,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",Action,8/10/1927,Fawn Dalyiel,9.7,Brazil,Pegeen Tibbits,Animation
"Last Rites of Joe May, The",42.6,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Comedy,10/28/1978,Jermaine Botley,7.5,Russia,Davie Shevell,Fantasy
The 'High Sign',42.3,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Comedy,8/20/1900,Jami Newlove,6.3,France,Ingelbert Finan,Fantasy
"Informant!, The",19.9,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Drama,7/14/1918,Tamas Leger,0.5,Iran,Justis Mimmack,Thriller
Taxi to the Dark Side,51.3,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",Action,8/23/1926,Halli Kettell,8.3,Armenia,Ryon Blay,Mystery
"Dead Next Door, The",88.1,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Horror,8/1/1993,Evan Zimmer,4.0,Uganda,Ashia Hardwell,Romance
"Internet's Own Boy: The Story of Aaron Swartz, The",81.4,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Drama,12/29/1927,Selestina Unwin,2.8,Indonesia,Stephi Bunkle,Mystery
Pokémon the Movie: Black - Victini and Reshiram,45.3,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Sci-Fi,5/2/1999,Miguela Ripping,8.7,China,Maureen Gething,Romance
Mais qui a tué Pamela Rose?,2.6,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Drama,1/15/1986,Zorine Janicijevic,8.3,China,Janey Rodrigo,Animation
Kobe Doin' Work,6.2,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Sci-Fi,1/10/1944,Shana Cattrall,8.4,Indonesia,Roselia Purdy,Animation
"Legend of Hell House, The",40.0,In congue. Etiam justo. Etiam pretium iaculis justo.,Drama,8/26/1909,Kellia Ennals,7.4,Indonesia,Beverie Dykas,Mystery
"Heartbeat Detector (Question humaine, La)",37.8,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Comedy,3/9/1976,Roxie Woodrooffe,2.1,France,Brnaba Rowet,Thriller
State Fair,31.0,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",Drama,7/23/1970,Evonne Gooderidge,9.9,Indonesia,Frans Scrannage,Animation
Zulu Dawn,75.2,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Sci-Fi,10/19/1988,Dareen Tooher,1.2,Indonesia,Marlo Mouat,Romance
Anne of Green Gables,94.7,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",Horror,11/7/2005,Bale Swaine,1.6,Philippines,Averill Verrechia,Mystery
To the Devil a Daughter,18.3,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",Horror,12/31/2012,Boyd Dodge,3.4,South Africa,Lura Feldhammer,Animation
Bullies,30.9,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Drama,12/17/1952,Domenico MacMearty,0.3,Indonesia,Ardella Maddox,Fantasy
"Fugitive, The",58.0,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Horror,10/8/1932,Gaile Hartell,2.6,United States,Marlie Spenton,Fantasy
Jennifer's Body,59.8,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Drama,10/18/1977,Emery Baud,0.4,Czech Republic,Anabal Roydon,Mystery
Crime at Porta Romana,88.0,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Comedy,2/22/1910,Bud Britnell,9.7,Indonesia,Bryn Dorbin,Thriller
"Simpsons: The Longest Daycare, The",7.7,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",Comedy,5/4/1901,Carr Badland,7.4,Bosnia and Herzegovina,Juliann Colerick,Romance
Walkabout,74.2,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Drama,12/4/1977,Towny Macewan,8.5,China,Yetta Beausang,Mystery
Love You You,0.8,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",Comedy,6/13/2004,Aigneis Wroughton,1.0,China,Loise Sich,Animation
Billy Liar,27.8,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",Drama,11/26/1969,Quill Delgua,4.4,Indonesia,Maryanne Lowthian,Mystery
Soul Plane,92.7,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",Comedy,12/4/1910,Syman Truran,1.4,Philippines,Corby Gobat,Animation
East is East,10.8,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,Sci-Fi,1/2/1990,Herb Petel,3.2,China,Niels Sheara,Thriller
On a marché sur Bangkok,79.1,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",Horror,11/20/2013,Eileen Palleske,1.2,Indonesia,Frasco Barson,Animation
Transylmania,48.3,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Action,10/2/1986,Carri Rex,4.6,France,Claudia Gaine of England,Mystery
I Heart Monster Movies,43.4,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",Action,1/5/1962,Sebastien Knowler,3.1,Namibia,Hastings Hammerton,Thriller
Clean Slate,94.5,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",Comedy,5/23/1912,Maryrose Geratt,7.9,Mexico,Lawry Redsall,Romance
Impromptu,56.6,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",Action,10/3/1926,Leisha Chominski,5.2,Malaysia,Delila Bonelle,Mystery
King Corn,56.7,Sed ante. Vivamus tortor. Duis mattis egestas metus.,Horror,5/14/1927,Mariette Constantine,4.4,Thailand,Laurie Reddoch,Thriller
"Good Wife, The",28.7,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Drama,11/14/1999,Giacobo Paulou,3.2,China,Berthe Riches,Animation
Hesher,11.5,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Action,1/9/1999,Adelle Gransden,5.2,Ukraine,Sidonia Peachman,Romance
The Christmas Wish,39.8,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",Sci-Fi,7/10/1973,Eldon Cosgreave,8.5,Azerbaijan,Portia Chatelot,Thriller
"Silent Night, Deadly Night",68.7,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Horror,6/23/1906,Tabbitha Roscow,0.2,Russia,Livvyy Bendixen,Animation
"Tenth Man, The",53.6,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Action,7/24/1980,Tymothy Lendon,2.8,Yemen,Ardine Mintoft,Fantasy
Pretty Sweet,8.0,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Action,9/15/1925,Ole Robillard,5.7,China,Eddi Gillbard,Mystery
